sentence_id;sentence;dataset
559;people are dancing with one another during a religious ritual;snli
560;An adult couple enjoys time in a hot tub.;snli
561;A couple is in a hot tub outside.;snli
562;An average looking man is playing the guitar.;snli
563;Two tan and white dogs and one tan dog racing down the beach near the water.;snli
564;A man and woman are walking down the street holding hands.;snli
565;A man and woman are walking down opposite sides of the street.;snli
566;A couple of people are holding hands while walking.;snli
567;A newlywed couple hold hands and skip down the street.;snli
568;A man is using his computer while seated at a desk.;snli
569;A woman drinks a beer at her desk.;snli
570;A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.;snli
571;man sitting down playing a game of chess alone;snli
572;A guy playing a board game by himself.;snli
573;A human sitting down playing one game of chess alone.;snli
574;Young woman running as two guys in the back try to catch up to her.;snli
575;A man in a blue shirt sits outside alone with a chessboard laid out in front of him.;snli
576;A man in a blue shirt sitting outside behind a large wooden chessboard.;snli
577;A man dressed in blue shirt and shorts sits at a table while playing black in chess.;snli
578;A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.;snli
579;A man sits in front of a set up chess game.;snli
580;A man is waiting for his chess opponent to arrive.;snli
581;A grandma plays a game of connect four at the rotary club meeting.;snli
582;A young Asian man sits behind a set chessboard waiting for the other player to arrive.;snli
583;Two young men drink beer, leaning on a graffitied wall.;snli
584;The men are being sprayed with cans of paint while they are passes out drunk in the alley.;snli
585;A man being airlifted to safety after being in danger.;snli
586;The helicopter is putting people in a dangerous area.;snli
587;People in a meeting setting paying attention to a speaker in an orange shirt.;snli
588;The people are listening to music on their CD players.;snli
589;A meeting of young people sitting at a conference table.;snli
590;young people are at a party having fun;snli
591;A woman in a red shirt is speaking at a table in a room where three other people are listening to her.;snli
592;A woman talks to two other women and a man with notepads in an office building with large windows.;snli
593;a woman in an office building talks to a group of three taking notes on a notepad;snli
594;a man talks to ducks in a pond;snli
595;a woman in an office building talks to two other women and a man with notepads;snli
596;A woman talks to dogs inside an office building.;snli
597;The people are outside of the building looking inside.;snli
598;A woman talks to others indoors about lunch.;snli
599;Four people stand near a wall speaking to each other.;snli
600;A woman happily talks to two other women.;snli
601;A classroom is discussing the topics of the day.;snli
602;The students are discussing the lecture in history class.;snli
603;A man holds a clipboard and a pen as a woman looks at them.;snli
604;A woman is looking at a man's possessions;snli
605;A man with a bright green shirt is talking to a woman in a pink shirt.;snli
606;A man in a green shirt holds out a clipboard for a woman in pink's attention.;snli
607;A man wants a woman to look at his clipboard;snli
608;a man is trying to get a woman to sign something;snli
609;A man takes off his shirt to get a womans attention;snli
610;A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.;snli
611;A man shows his boss something on a clipboard.;snli
612;The man has something to tell the woman.;snli
613;A man is teaching a woman a concept;snli
614;Two people are looking at notes on an electronic tablet.;snli
615;The man is drinking a cup of coffee.;snli
616;A man is wearing a bright green shirt;snli
617;The man and the woman are employees at the same business.;snli
618;A man in a green shirt shows a woman his paychecks on a clipboard.;snli
619;A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.;snli
620;A man is showing a woman a funny video on his tablet;snli
621;The man is on another street than the woman.;snli
622;A man and a woman are eating in a resteraunt.;snli
623;A woman shows a cell phone to a person standing nearby.;snli
624;A couple are using a tablet to watch a video on the street.;snli
625;A woman is shown a tablet by a man standing on the street.;snli
626;A man having cell phone in his hand;snli
627;A man shows directions to a museum on a tablet to a woman nearby.;snli
628;The man handover the cell phone to the woman;snli
629;A child with a yellow cup and milk all over his face.;snli
630;The child had milk all over his face.;snli
631;Two barefoot men are playing on a green lawn outside a building with other people in the background.;snli
632;Two men in sandles are on the beach.;snli
633;Small laughing child with blond-hair sitting at a table holding a green sippy cup.;snli
634;A little boy drinks milk and gets milk all over his face and table.;snli
635;the kid has milk on his face on a school day;snli
636;Two pre-teen girls listening to music on an MP3 player with headphones.;snli
637;A man is running behind a dogsled being pulled by four dogs.;snli
638;A child was making a mess with milk.;snli
639;The toddler has milk around the corners of his mouth.;snli
640;A toddler just drank his first glass of milk.;snli
641;The child was still unable to drink milk properly.;snli
642;The toddler with milk around his mouth is making a mess.;snli
643;A man dressed in warm clothing sleds behind four dogs in the snow.;snli
644;A cowboy Roping a calf in a rodeo.;snli
645;A cowboy with a brown hat is roping a calf in a rodeo.;snli
646;A man is working in an office on a laptop.;snli
647;A man wearing a blue shirt screaming or yelling with his arms raised up in the air.;snli
648;Four people near a body of water, one sitting and three standing, while two people walk on a nearby sidewalk.;snli
649;one person sits while three stand near a body of water.;snli
650;A group of people are inside a building.;snli
651;one person rests, sitting down while three others stand near a body of water;snli
652;Two little girls lie on the carpet next to an O made of wooden blocks.;snli
653;Two girls are taking a nap on the carpet.;snli
654;People are fishing and walking next to the water.;snli
655;Two guys playing football on a campus green.;snli
656;They are eating fried fish on the boat;snli
657;They are practicing before the big game tomorrow;snli
658;Asian school children sitting on each others shoulders.;snli
659;A man wearing a red sweater is sitting on a car bumper watching another person work.;snli
660;there was a speed breaker on the road by which people are taking care;snli
661;A young woman frolicking on the lawn in front of the us capitol building.;snli
662;A young woman having a picnic on the lawn in front of the capitol building.;snli
663;A young lady playing in front of the capitol building.;snli
664;A young lady playing chase in front of the capitol building.;snli
665;a man wearing a multicolored striped shirt playing the guitar on the street;snli
666;A man in a colorful shirt is playing an instrument.;snli
667;A man wearing a colorful and striped sweater plays music in the street.;snli
668;Two goldfish are riding bikes in a giant pile of mashed potatoes.;snli
669;The man is playing music on an instrument.;snli
670;The man likes to receive attention for his music, which sounds terrible.;snli
671;A man wearing a multi-color coat is playing the guitar on the street.;snli
672;the man is trying to raise money for drugs;snli
673;Street performer in colorful shirt performing with small guitar.;snli
674;The street performer is sleeping on a park bench.;snli
675;A street performer is trying to earn extra money.;snli
676;Two men are painting a building while a third is walking past on his cellphone.;snli
677;No one ever comes to this unpainted and dilapidated building.;snli
678;A supervisor calls in his report on the painting crew.;snli
679;Two men are on scaffolding as they paint above a storefront while a man on the sidewalk stands next to them talking on the phone.;snli
680;A blue excavator digging a large hold in cement.;snli
681;A man with khaki shorts on is holding a little girls hand while she walks in the water of a creek.;snli
682;A man is holding a girls hand and walking through a creek.;snli
683;A man with jean shorts on is holding a little girls hand while she flies a kite.;snli
684;A man with shorts on is helping a little girl find her way home.;snli
685;Two women are walking down a dirt path carrying loads on their heads.;snli
686;Two beautiful women wearing white are walking down a dirt path carrying loads of nuts on their heads.;snli
687;A street vendor in Asia tries to bring in more customers.;snli
688;A man closing his shop for the day.;snli
689;Young woman in a cafe checking her cellphone.;snli
690;A woman and a girl are playing in a field of leaves;snli
691;A mother and daughter are playing in a field.;snli
692;A girl wearing a blue shirt, shorts, and sneakers is seated on a stool at a round table, looking at her phone.;snli
693;Young lady dressed in black shorts and light blue shirt sitting outside at a public table looking at a picture on her camera with her left hand on her face.;snli
694;A lady is using a cat to take pictures.;snli
695;A young lady is riding her bike down a bike trail.;snli
696;A young lady is embarrassed at the pictures she took.;snli
697;A young lady is looking at a picture.;snli
698;A lady looks at a picture on her camera;snli
699;A young lady is looking at a picture of her dog on camera.;snli
700;A young lady is looking at her camera.;snli
701;A lady is taking pictures of the table.;snli
702;A lady looks at pictures on her camera to print.;snli
703;An ingnue sits with a world-weary expression, staring at old honeymoon photos.;snli
704;A woman sitting at a table, taking a picture.;snli
705;A woman in a blue shirt is sitting at a table and looking at her cellphone.;snli
706;a woman looking at her cellphone call log;snli
707;A boy in a blue, yellow, and orange shirt holding his arms out from his sides.;snli
708;A gentleman in sleeveless blue shirt swings his hands at his sides;snli
709;The boy is trying to pass a sobriety test.;snli
710;A boy in a tri-colored shirt has his arms out to the side.;snli
711;The boy does not have his arms out;snli
712;A boy in multi-colored shirt hold his arms out from his sides;snli
713;A little boy has his arms held out to his sides and he is sticking out his tongue.;snli
714;The boy is pretending to be an airplane.;snli
715;A girl dressed in bikinis walk graciously past a group of gentlemen at the beach;snli
716;The boy in the blue and yellow top is standing with arms outstretched.;snli
717;The boy in the blue and yellow top is standing with arms outstretched 40 feet wide.;snli
718;The boy in the blue and yellow top is standing with arms outstretched waiting for his grandmother to hug him.;snli
719;A boy in a blue, yellow, and orange shirt plays outside.;snli
720;A child with a brightly colored shirt plays outside.;snli
721;The child is playing on the jungle gym.;snli
722;The child is outdoors in his bright colored shirt.;snli
723;A boy looks down and spreads his arms wide;snli
724;A boy is holding his arms out to hug his mother.;snli
725;A boy has his arms crossed over his chest.;snli
726;A man wearing a gray sweater walking through a pile of leaves.;snli
727;A lady wearing a blue print shirt and green head cover smiles for the camera.;snli
728;The man wearing lots of medals is watching the girl in the yellow bikini top.;snli
729;A military officer watches girls at the base pool.;snli
730;A man dances with a woman in a gown.;snli
731;A decorated man sees a scantily clad female.;snli
732;A young man in his mid twenties is kicking his left foot about two feet off the leaf covered ground, with paved asphalt and green plants and trees in the background.;snli
733;someone in his twenties kicks at the ground;snli
734;A woman wearing a green headscarf laughs while a woman in the background paddles a boat.;snli
735;A woman laughs while another paddles a boat.;snli
736;Young people playing with a long jump rope in the street.;snli
737;A group of children play jump rope in the streets while others watch in the background.;snli
738;Several children in green uniforms are jumping rope in the middle of a road while other kids watch;snli
739;Several children are jumping rope in the middle of a road while other kids watch;snli
740;A brilliant red sun sets over a deserted beach;snli
741;Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.;snli
742;A group of young girls playing jump rope in the street.;snli
743;A man in a tan suit is using a pay phone to make a call.;snli
744;Some children are trying out for the jump rope competition.;snli
745;A large golden dog sniffing the butt of a white dog;snli
746;A pair of mutts exchange a greeting in a park.;snli
747;A sumo wrestler with a brown belt is pushing another wrestler in a bout.;snli
748;Two large dogs greet other while their owners watch.;snli
749;A man in a red and black jacket, blue shirt, lots of silver necklaces, and his blue jeans falling down, checks out a woman wearing a black leather jacket, yellow bra, pink fingerless gloves, and sunglasses.;snli
750;A boy is playing with a toy truck.;snli
751;A man is trying to impress a woman at a bar.;snli
752;A woman with a green sweater has a happy expression.;snli
753;A woman is smiling because she just won the lottery.;snli
754;A woman with dark hair is wearing a green sweater.;snli
755;A woman with black hair is wearing a sweater.;snli
756;A smiling lady in a green jacket at a public gathering.;snli
757;A woman wearing a bathing suit at the beach with her friends;snli
758;A woman enjoying a gathering with her office buddies;snli
759;A woman in a green jacket and black sunglasses outside in a crowd.;snli
760;The woman needs sunglasses because it is bright.;snli
761;A lady with sunglasses on her head and a green sweatshirt is looking off-camera.;snli
762;A woman is taking a break from a photo shoot.;snli
763;A climber is making his way up a snowy mountainside.;snli
764;A man dressed in snow-gear takes a leap into a snow-covered ravine.;snli
765;A guy is skiing in the Colorado mountains.;snli
766;a lone person jumping through the air from one snowy mountain to another.;snli
767;A person jumps in the air to see how high they can jump.;snli
768;A man in shorts and a white garment stands at the base of stairs framed by black railing.;snli
769;A woman is waiting for someone framed by white fencing.;snli
770;A man in shorts waits for his wife at the bottom of the stairs.;snli
771;A man stands at the bottom of the stairs.;snli
772;There is no snow where the man is;snli
773;Two Asian people sit at a blue table in a food court.;snli
774;A couple is sleeping with their baby at home;snli
775;A couple is singing a lullaby to a baby;snli
776;A soccer player jumping in air during a game.;snli
777;A soccer player taking flight across the field during a game.;snli
778;A soccer player jumping into the air during a game to avoid being hit in the face.;snli
779;A soccer player jumping up while a game is in progess.;snli
780;A shot-on-goal action photo of soccer players in red and black uniforms.;snli
781;a decisive moment in a soccer game is frozen in photo.;snli
782;a hockey player nails his first hat trick;snli
783;The red team knocked the ball toward the goal and the black team tried to block it.;snli
784;The red and black team are playing a game.;snli
785;Six soccer players on field with player in red uniform in the air and ball airborne.;snli
786;One team is in red, the other, blue.;snli
787;Two little kids showing their American pride in their star spangled wagon.;snli
788;Two adults mix up a batch of margaritas.;snli
789;Two kids are in a parade in a wagon wearing red white and blue;snli
790;A young man in a red quilted vest displays an assortment of silver pendants around his neck as he watches a woman in a yellow bikini top, a black jacket, and bright pink fingerless gloves go by.;snli
791;An elderly couple dances next to a table where a boy is sitting with his head down.;snli
792;A young man has his head on the table.;snli
793;The boy's grandparents approached and asked if he was okay.;snli
794;A small girl stands among many large watermelons.;snli
795;There is a girl sitting near the watermelon;snli
796;There is a girl standing thinking about purchasing the watermelon;snli
797;An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table;snli
798;An old couple dance in by a juke box while a dude wearing shorts sleeps near a table;snli
799;An old couple dance next to a guy sleeping;snli
800;An elderly couple, both wearing white shirts, dancing and a young male sitting at a table.;snli
801;The couple has been together a long time.;snli
802;A child stoops to pick up a watermelon from a large pile of them.;snli
803;A girl is shopping for watermelon with her parents at a farmers' market.;snli
804;A woman is alone, planting watermelon seeds in a garden in the spring.;snli
805;A small girl dressed in a yellow dress with flowers on it bends over near a large pile of watermelons.;snli
806;The girl is under the age of 88 years old.;snli
807;The girl is alone and asleep in her bedroom.;snli
808;A little girl picking up a watermelon from a pile.;snli
809;a young girl in a flowery dress surrounded by watermelons;snli
810;A seated woman with short hair and a camera throws a Frisbee to a brown dog.;snli
811;The woman throws a Frisbee to the dog.;snli
812;The woman is chasing the dog that took her camera.;snli
813;A woman throws a disc to a dog and gets ready to take a picture.;snli
814;Asian city scene of people in street with bright lights and glass buildings behind.;snli
815;A group of people are sitting in a field;snli
816;There are people in front of buildings that are brightly lit.;snli
817;There is a group of people in Seoul at night.;snli
818;A man is painting a portrait of an outside scene that includes a street sign with a bicycle chained to it.;snli
819;A man is painting a landscape of an outdoors area.;snli
820;A man is painting a landscape of a city.;snli
821;An older man stands on the sidewalk painting the view.;snli
822;The old man is painting a view of a bathroom.;snli
823;A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.;snli
824;The crowds are at an indoor swimming meet.;snli
825;there was a storm so nobody went outside;snli
826;A crowded street in Asia has tall buildings.;snli
827;A crowded street in china where there are lots of buildings.;snli
828;A small boy has gotten into the cabinet and gotten flour and crisco all over himself.;snli
829;A male painting a scene in front of him.;snli
830;A person is painting the sky and trees.;snli
831;There are lots of cars on the street.;snli
832;Cars are passing through a town in road race;snli
833;A picture of a city with a sign welcoming travelers on a busy street.;snli
834;A picture of a city is on a street;snli
835;Overlooking a street with a sign above shops that states Welcome To Golden.;snli
836;The shop sign is laying on the sidewalk.;snli
837;"The ""Welcome to Golden"" sigh if lit up.";snli
838;There are cars driving down a street with a sign displaying Welcome to Golden.;snli
839;"A main street scene of a small town with an overhead welcome sign that says ""Welcome to Golden"".";snli
840;Little Girl in brown shirt and blue jean skirt dances on wood floor.;snli
841;A girl is dancing in a brown shirt and blue jean skirt on a wooden floor with her father;snli
842;A girl is dancing in a brown shirt and blue jean skirt on a wooden floor;snli
843;Poop's on the floor while the girl dances;snli
844;A young man is performing a jump on a skateboard while another young man photographs his stunt.;snli
845;Two boys are taking skateboarding photographs for a magazine.;snli
846;Two boys are riding bikes down the street.;snli
847;A young girl dancing in her socks on a wooden floor strewn with pink balloons.;snli
848;The girl seems very sad about the blue balloons.;snli
849;Child with pink strings on head dancing surrounded by confetti, balloons.;snli
850;"A good-looking firefighter sets up ""Do Not Cross"" tape in the city.";snli
851;A firefighter sets up a do not cross;snli
852;A firefighter sets up tape in a city;snli
853;A fireman protects an area by setting up a boundary while others watch.;snli
854;A fireman is working hard to keep people safe.;snli
855;A fireman is trying to run away from the fire.;snli
856;A fireman is trying to stop the brushfire.;snli
857;The blond girl is dancing inside a house.;snli
858;The girl is sitting on a bench in a park.;snli
859;Two people standing in front of a large statue of a woman, other statues and busts visible in the background.;snli
860;Two people waiting in line for food at a crowded restaurant.;snli
861;Two people posing for photos with an ancient statue outdoors.;snli
862;Two people standing standing near a large statue, with other states nearby.;snli
863;a man with a white covering is walking up a flight of stairs.;snli
864;An old woman is falling down the stairs.;snli
865;A man is climbing the stairs to his apartment after a long day at work.;snli
866;A woman talking to four little children outside.;snli
867;The teacher is showing her students some items in the park.;snli
868;A teacher is reading a book in class.;snli
869;A woman posing for a picture with her children.;snli
870;A woman and a few children in an alleyway in between a vehicle and a fence.;snli
871;The woman and children are in their dining room.;snli
872;The people are trapped between the vehicle and fence.;snli
873;A woman in a floral dress talks to children in front of a van.;snli
874;A lady in a dress is taking kids to a museum.;snli
875;Two men with heads down signing a paper.;snli
876;A man and a woman having an intimate conversation in front a statue.;snli
877;A couple are having dinner in a restaurant.;snli
878;A man in a Tour De Force shirt is working on a bicycle.;snli
879;A man is working on his favorite bike.;snli
880;A young toddler wearing pink sandals is walking on hopscotch numbers.;snli
881;A young girl wears sandals and walks on hopscotch numbers.;snli
882;A grown man wearing pink sandals plays hopscotch.;snli
883;Two women are talking while children are sitting on their laps.;snli
884;Two women, each embracing a little girl, catch up at a small family gathering.;snli
885;The women were showing their daughters an animal.;snli
886;Two women holding children talking to one another.;snli
887;The women are having a playdate with their toddlers.;snli
888;Two women are running at the park looking for their children.;snli
889;Two women, each with a child, look at each other.;snli
890;A black-and-white dog carries a stick in his mouth as he swims in the clear water.;snli
891;A black and white dog with a stick in its mouth is swimming.;snli
892;A dog with an object in it's mouth is in the water.;snli
893;A Dalmatian with a stick in its mouth is swimming slowly.;snli
894;A cat with a stick in its mouth is in a bathtub.;snli
895;A pirate is chasing a princess down the sidewalk.;snli
896;A dog is fetching a stick out of very clear water.;snli
897;A dog is fetching a stick out of very clear water in the back yard.;snli
898;A dog is sleeping on the front porch.;snli
899;A dog in the water carries a stick in his mouth.;snli
900;A dog is going for a walk in the park.;snli
901;A dog fetches a stick out of the lake.;snli
902;A dog carries a stick in his mouth.;snli
903;Two children are running down a sidewalk dressed in costumes.;snli
904;1 little boy wearing a pirate costume following closely behind a little girl wearing a blue dress carrying a orange pumpkin bucket and walking down the sidewalk.;snli
905;Boy in costume followed by a girl in costume.;snli
906;A boy in a clown costume followed by a girl.;snli
907;A little boy in a pirate costume is running behind a little girl in a princess costume carrying an orange pumpkin along the sidewalk.;snli
908;The kids are sitting in their desks during class.;snli
909;A man with a gray shirt holds a young infant in his hands.;snli
910;Two girls, each in a dress walking together.;snli
911;Two girls are doing exercise to live healthy.;snli
912;A group of people are sitting around a table under a blue sunshade.;snli
913;The wedding party guests sit down to enjoy the feast.;snli
914;Several men sit outside on brick ledges built around tall trees.;snli
915;Workers are eating a meal while one man sits on a pile of plywood.;snli
916;Workers are talking and sitting on metal beams.;snli
917;Workers are sitting next to a work zone eating food.;snli
918;A motorcycle racer is in action at the track.;snli
919;A blond woman with her hair up is taking off a white sweatshirt.;snli
920;A woman is taking off a blue shirt.;snli
921;A person is a red hat and winter jacket is looking into the distance.;snli
922;A farmer stares to see if he can see his cattle herd.;snli
923;A man is riding a dirtbike with his friend.;snli
924;The man is accelerating on the dirt bike.;snli
925;A biker is racing his dirt bike on a course.;snli
926;A man is sitting with his head facing down, while other people are looking in his direction.;snli
927;Small blond-haired girl drinking a glass of juice.;snli
928;The girl drinking the juice has brown hair.;snli
929;A person in a red coat and a running black and brown dog.;snli
930;A person in a red dress is running behind a black animal.;snli
931;A person in a red dress is trying to catch a dog.;snli
932;A person in a red dress is cooking.;snli
933;a woman in a red jacket watches as a black and brown dog runs away from her in woodland clearing.;snli
934;Outside by the trees, a woman wearing jeans and red jacket throws something for a German shepherd to chase.;snli
935;A woman throwing a squeaky toy into the water for her dog to chase.;snli
936;A woman throws a ball for a german sheherd to chase;snli
937;a woman plays fetch with her boyfriends dog;snli
938;A young lady is teaching her pet dog how to play fetch.;snli
939;A man in a dog costume is staring creepily through a restaurant window.;snli
940;A woman and an animal are interacting outdoors.;snli
941;a woman and a german shepherd are pictured;snli
942;A woman plays with her cat in a grassy field;snli
943;A dog is preparing to run away from a person interacting with it.;snli
944;A dog cowers in the corner as the veterenarian approaches with a thermometer;snli
945;A woman in a black and orange jacket throws a stick for a brown and black dog to fetch.;snli
946;A woman is training her dog in the park.;snli
947;Two men trying to build something together, while having fun.;snli
948;Two women and one man sit on a bench.;snli
949;The women and the man are on a bench.;snli
950;A man and two women sitting on a bench.;snli
951;A man and his two sisters sit together.;snli
952;A man and two women in black jackets holding umbrellas sit on a long wooden bench.;snli
953;A man is talking about a threesome with two women.;snli
954;A man is sitting on a bench with 22 women.;snli
955;man in red canada shirt standing with three men in army uniform;snli
956;Man standing with three men in army uniform;snli
957;Man standing with three men in army uniform near School;snli
958;A woman checks her purse while at a outside cafe.;snli
959;A man checks his back pocket for his wallet;snli
960;A woman looks for her money to tip the waiter.;snli
961;A person looks in her purse at a restaurant.;snli
962;The cowboy waved to the crowd while he was riding the horse.;snli
963;A woman is sitting at an outdoor dining table.;snli
964;A person is at an outdoor restaurant waiting for their food.;snli
965;Lady wearing a yellow top is sitting on a chair;snli
966;A lady wearing a yellow top is standing on the kitchen table.;snli
967;A lady wearing a yellow top is sitting on a chair and shaving her legs.;snli
968;a child is pushing another kid in a wheeler dressed in a red top and wearing a cap.;snli
969;The kids are pretending they are in a race.;snli
970;A cowboy is riding a bucking bull in a rodeo arena.;snli
971;A man rides a horse on a trail.;snli
972;A cowboy rides a bull at a rodeo.;snli
973;A professional bull rider rides a large black bull.;snli
974;A blond child is pulling a wagon with a little blond boy in it.;snli
975;A child is pulling a toy wagon filled with toys.;snli
976;A man wearing a tan coat signs papers for another man wearing a blue coat.;snli
977;One man writes on papers, while another man stands by.;snli
978;A guy signs away his rights to his gold mine, while his lawyer waits by.;snli
979;A male lifeguard busily saves someone's life while his companion simply scratches his head.;snli
980;A groom and a bride are standing on the grass with his hand on her waist.;snli
981;They are about to have their first kiss as man and wife.;snli
982;The groom and bride are sitting at the table.;snli
983;a girl wearing a blue and pink swimsuit is throwing stones into a lake.;snli
984;A man and a woman being intimate, with their legs in the water.;snli
985;a husband and wife are playing footsies in the tub;snli
986;A group of people stand on a grassy field.;snli
987;A group of people are sitting in the bleachers;snli
988;Men in beach clothes work by themselves at the park.;snli
989;An elderly woman places carrots into a casserole.;snli
990;An elderly woman puts beets into a casserole;snli
991;An elderly woman puts carrots into a casserole;snli
992;An elderly woman slices carrots for a casserole;snli
993;A man in a gray vehicle feeding sheep.;snli
994;Three men are grouped around the back of a car with its tailgate out, two of the men clothed in yellow uniforms and one in blue.;snli
995;Three men are grouped around the back of a car.;snli
996;Three men are grouped around the back of a car laughing.;snli
997;Three men, two wearing yellow suits, are looking in the back of a car.;snli
998;Emergency personnel looking into the back of a car.;snli
999;Emergency personnel are looking for a child in a car.;snli
1000;Firefighters are rescuing a cat from the tree.;snli
1001;Firefighters are looking for a cat in the car.;snli
1002;A man in a kitchen is frying breaded food in a cast iron pan.;snli
1003;A woman in colorful garb with her back to the camera and cloth on her hear.;snli
1004;A woman has her back to the camera.;snli
1005;A woman in colorful native attire featuring a blue shirt with a colorful design displays her dark hair braided with red ribbons.;snli
1006;A woman is dressed stylishly in native garb.;snli
1007;A woman is dressed in her native clothing in preparation for her wedding.;snli
1008;A man in ruffles pushes a stroller through a park.;snli
1009;The man has his baby in the stroller.;snli
1010;The man is pushing the stroller through his house.;snli
1011;An oddly dressed man pushing a stroller down a sidewalk in a park.;snli
1012;The man is walking his dog on the beach.;snli
1013;A man wearing weird clothes is walking through a park.;snli
1014;The man is preparing a feast for his wife;snli
1015;a young man wearing a backpack and sunglasses is walking towards a shopping area.;snli
1016;The man is planning to rob the store;snli
1017;A young man wearing a backpack and dark glasses approaches the brick building where there is a bit of graffiti on the wall.;snli
1018;The young man has glasses on his face.;snli
1019;There is nothing on the wall but bricks.;snli
1020;A brown dog running with two white and brown dogs on the seashore with crashing waves behind them.;snli
1021;The dogs are running along the shore to meet their master who just beached his kayak;snli
1022;The dogs were indorrs waiting for their dinner;snli
1023;The dogs were outdoors running along the shore;snli
1024;A young man in blue sunglasses walking in front of a red brick building.;snli
1025;A guy with red glasses is sitting here.;snli
1026;Man in blue glasses walking pass a building;snli
1027;Some guys with glasses are going pass the buildings;snli
1028;A dog jumps to catch a toy in the snow.;snli
1029;A dog jumps to catch a toy in Waikiki.;snli
1030;A dog jumps to catch a ball in the snow.;snli
1031;An animal is jumping in a place that is not hot.;snli
1032;Black dog jumping into the air to catch a toy in the snow.;snli
1033;The dog is jumping to catch a frisbee.;snli
1034;A black dog in snow is jumping off the ground to catch a stick.;snli
1035;A dog is about to catch a stick in his mouth.;snli
1036;A person is hanging up pictures of women with a few onlookers watching surrounded by bikes.;snli
1037;People are paying attention to the person hanging pictures;snli
1038;There are people watching another person hang up pictures.;snli
1039;A man is hanging paintings of women for an art gallery in a museum.;snli
1040;No one is hanging up pictures at all.;snli
1041;Somebody is hanging up pictures while people watch.;snli
1042;There's a person drawing a crowd by hanging up nude photos of ladies.;snli
1043;The person is a photographer selling his pictures.;snli
1044;A creepy guy is putting his favorite photos of the woman he's stalking up in his shrine to her.;snli
1045;Five men, one wearing a white shirt standing on something, hanging up a picture of a child.;snli
1046;Five men, one standing on a chair, are hanging a picture.;snli
1047;The men are walking to the nearest gentleman's club.;snli
1048;A group of men are hanging a picture on a wall.;snli
1049;A man in a black shirt hangs a picture.;snli
1050;A group of men, all wearing white shirts, hang a picture.;snli
1051;There's a group of men hanging up a picture.;snli
1052;Five men are helping a child to hang a picture.;snli
1053;A man is hanging a picture of a child.;snli
1054;A man is hanging up a picture of a child.;snli
1055;Four men are watching a fifth as he hangs a picture of a child.;snli
1056;The men are hanging up a picture of a missing child.;snli
1057;A man is hanging a picture of his child surrounded by family memebers and friends.;snli
1058;There are four Eastern guys working on and hanging pictures of humans.;snli
1059;A man in a white shirt hangs a painting in a run down store while other men watch.;snli
1060;An artist is showing his painting to others.;snli
1061;Men are playing soccer, the one in front is about to kick the ball.;snli
1062;The man kicks the ball towards the goal.;snli
1063;A man is putting up a poster in front of a shop.;snli
1064;A man is cleaning a bathroom in a shop.;snli
1065;The shop did not agree to let the man put up the poster.;snli
1066;A man is putting up a sale sign in front of a shop.;snli
1067;A man hangs a poster of Iron Man in front of a shop.;snli
1068;A woman walks into a comic book shop.;snli
1069;A man is putting a movie poster up for the next big action movie.;snli
1070;A man hangs a poster in front of a shop.;snli
1071;There is a man in front of the shop.;snli
1072;A man is standing in front of a shop.;snli
1073;The Arsenal football club warms-up on the soccer field as a few fans watch.;snli
1074;A soccer teaming getting ready for a game.;snli
1075;Soccer players warm up by kicking the soccer ball around while the crowd waits.;snli
1076;The players were on a bus which broke down on the highway;snli
1077;The crowd looked on while the players prepared themselves.;snli
1078;The crowd watched the players warm up and shouted encouragement;snli
1079;People sit and relax next to a pool in a plaza.;snli
1080;The pool is in a hotel, and these are guests.;snli
1081;This is the pool of Queen Elizabeth II, and these people are Hessians from the Revolutionary War.;snli
1082;In a bowling alley, a man holding a green bowling ball looks ahead at the pins that he must knock down.;snli
1083;The man is playing in an professional bowling competition.;snli
1084;The man is bowling with a frozen turkey.;snli
1085;A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.;snli
1086;A man stands in a bowling alley lane.;snli
1087;The man is bowling with his bowling group tonight.;snli
1088;A guy stands with a green bowling ball in his hand, and looks down the bowling lane.;snli
1089;A man holding a green bowling ball stands by the ball return machine in a bowling alley.;snli
1090;A sad man holding a green bowling ball stands by the ball return machine in a bowling alley.;snli
1091;A woman holding a green bowling ball stands by the ball return machine in a bowling alley.;snli
1092;A person holding a green bowling ball stands by the ball return machine in a bowling alley.;snli
1093;A man is standing up holding a green bowling ball with his right hand.;snli
1094;A man is playing with his bowling league.;snli
1095;A man is riding a horse on the beach.;snli
1096;A group of people sitting at a table outside talking.;snli
1097;A group sits together outside and talk over drinks.;snli
1098;A man stands at the bar ordering drinks for his friends.;snli
1099;A group of men and women are having a discussion in a restaurant.;snli
1100;a crowd has a discussion in a hospital;snli
1101;A group of adults is having a discussion at a table under a tent.;snli
1102;A group of people sitting around a picnic table.;snli
1103;A group of people gathers on the grass in a backyard with tents, tables, and chairs set up.;snli
1104;A group of people gathering on the concrete.;snli
